2006 277784757.3
2007 352917701.2
2008 410864983.6
2009 461006216.0
2010 489450798.7
2011 568386749.7
2012 655061743.4
2013 699948879.0
2014 795407850.6
2015 854288043.8
2016 873778705.8
2017 950257084.9
2018 960689437.2
2019 1060560377.0
2020 1091333468.1
2021 1193578508.5
2022 1322563915.0
